,Date,User,Tweet
853,2020-09-19 17:19:33+00:00,elonmusk,"A prior track record of exceptional achievement in engineering *is* required, but *no* prior experience working on the brain or human physiology is required. We will teach you what’s known about the brain, which is not much tbh."
854,2020-09-19 17:08:00+00:00,elonmusk,"If you feel Neuralink might have incorrectly overlooked your resume or declined to  make an offer, please lmk in comment below https://t.co/G81RblBZ0Z"
855,2020-09-19 17:02:50+00:00,elonmusk,@teslaownersSV @Model3Owners @TrungTPhan Felt I had done enough on the Internet (Zip2 &amp; PayPal) that my work would be useful to others. Needed to get going on accelerating sustainable energy &amp; making life multiplanetary.
856,2020-09-19 16:47:57+00:00,elonmusk,@Model3Owners @TrungTPhan It took an utterly insane amount of work to move the SpaceX &amp; Tesla success probabilities above ~zero
857,2020-09-19 16:30:56+00:00,elonmusk,"@TrungTPhan To be frank, in the early days, I thought there was &gt;90% chance that both SpaceX &amp; Tesla would be worth $0. The press &amp; aerospace / automotive industry at the time (correctly) agreed with me."
858,2020-09-19 15:59:23+00:00,elonmusk,@fermatslibrary Irrational is such a funny word to describe numbers
859,2020-09-18 16:22:25+00:00,elonmusk,of course I still love you
860,2020-09-18 16:04:43+00:00,elonmusk,"@DeborahPatteri @TENETFilm Sure, but which planet?"
861,2020-09-18 15:59:44+00:00,elonmusk,@TENETFilm Good movie
862,2020-09-18 02:13:37+00:00,elonmusk,@Erdayastronaut Current was too strong for droneship to hold station. Thrusters to be upgraded for future missions.
863,2020-09-17 18:07:46+00:00,elonmusk,@ChrisDungeon Lot has happened in 13 years
864,2020-09-17 08:04:35+00:00,elonmusk,@Teslarati It will be very insane
865,2020-09-17 07:15:03+00:00,elonmusk,Speedrunning Factorio in real life …
866,2020-09-17 04:39:07+00:00,elonmusk,"@cleantechnica No, but you make some great points. Important to note that iron’s cost advantage is partly offset by increased pack mass, so the fully considered cost is closer to nickel. That said, iron alleviates much of the scaling problem."
867,2020-09-17 02:32:32+00:00,elonmusk,@CoderFoot @m2jr @BernieSanders Yup
868,2020-09-16 20:18:25+00:00,elonmusk,Fallout Shelter is on your Tesla. Tap the Entertainment button.
869,2020-09-16 20:16:09+00:00,elonmusk,@m2jr @BernieSanders Implicit conflation of consumption &amp; capital allocation is the foundational error
870,2020-09-16 19:57:03+00:00,elonmusk,@Kristennetten Great idea!
871,2020-09-16 19:39:43+00:00,elonmusk,"🖤 Fallout Radio  🖤
https://t.co/gNo8XFjx8b"
872,2020-09-16 19:25:52+00:00,elonmusk,@TJLK There are some eerie parallels between The Boring Company &amp; Vault-Tec. We also built our first demonstration tunnel/vault in LA.
873,2020-09-16 19:19:13+00:00,elonmusk,Doubles as an underground nuclear shelter 😀👍 https://t.co/CvI0YRjObE
874,2020-09-16 08:08:15+00:00,elonmusk,@flcnhvy @lexfridman Yeah
875,2020-09-16 07:59:55+00:00,elonmusk,@tesladri @ID_AA_Carmack @lexfridman Should be happening soon
876,2020-09-16 07:54:48+00:00,elonmusk,"@ID_AA_Carmack @lexfridman A bit more obscure, but Starhammer &amp; Stainless Steel Rat"
877,2020-09-16 07:26:57+00:00,elonmusk,"@engineers_feed At first, I thought that was a parrot"
878,2020-09-16 07:23:20+00:00,elonmusk,@JohnnaCrider1 @jhall They remind me of these guys https://t.co/Qt502U08np
879,2020-09-15 21:13:39+00:00,elonmusk,Story of my life
880,2020-09-15 21:12:54+00:00,elonmusk,https://t.co/Vn0Rv0yQ5q
881,2020-09-15 20:29:38+00:00,elonmusk,"Tunnels under cities with self-driving electric cars will feel like warp drive

First operational tunnel under Vegas almost done

The @BoringCompany"
882,2020-09-15 20:18:28+00:00,elonmusk,@jackfarrington For sure
883,2020-09-15 20:17:34+00:00,elonmusk,@jackfarrington @Tesla Good point
884,2020-09-15 20:14:00+00:00,elonmusk,Have you hugged a tunnel today?
885,2020-09-15 20:06:51+00:00,elonmusk,@ARKInvest @aurmanARK Good analysis
886,2020-09-15 16:30:35+00:00,elonmusk,@PPathole Exactly
887,2020-09-15 16:12:18+00:00,elonmusk,"@flcnhvy Gary the snail is still winning, but we’re gaining on him/her"
888,2020-09-15 16:09:45+00:00,elonmusk,Embrace tunnels!
889,2020-09-15 16:09:18+00:00,elonmusk,"@ValaAfshar Tunnels are the solution to traffic. You can have as many levels as you want. Usable tunnel depth far exceeds tallest buildings, so would work even for New York or Beijing."
890,2020-09-15 01:48:35+00:00,elonmusk,"@MatthewCable6 @ErcXspace Just a guess, but probably mid teens. Booster &amp; stacking on orbital pad are likely limiting factors. We’ll build several ships just to improve the production system."
891,2020-09-15 01:42:52+00:00,elonmusk,"@ErcXspace Pretty accurate simulation, although SN8 will use 3 Raptors. If SN8 craters, SN9 &amp; SN10 are close behind. High production rate allows for fast iteration."
892,2020-09-15 00:42:48+00:00,elonmusk,@teslavibes Couldn’t agree more — major software improvements are already in place to extend its life &amp; more coming
893,2020-09-14 18:13:37+00:00,elonmusk,"@cleantechnica Definitely not. Smartwatches &amp; phones are yesterday’s technology, Neuralinks are the future."
894,2020-09-14 17:29:13+00:00,elonmusk,@engineers_feed Seems like they should make a whole outfit out of that material
895,2020-09-14 09:16:29+00:00,elonmusk,@sama Ancient Greece had it all &amp; then committed suicide. Nobody digs your grave better than yourself.
896,2020-09-14 08:47:10+00:00,elonmusk,@flcnhvy @sama True
897,2020-09-14 08:44:40+00:00,elonmusk,@HistoryInPics The LEGO Movie was awesome
898,2020-09-14 08:41:22+00:00,elonmusk,"@sama The Story of Civilization. First book is a little dry, but second book, The Life of Greece, is incredible. https://t.co/46lBciX7FI"
899,2020-09-13 21:13:07+00:00,elonmusk,@Erdayastronaut I’m wearing your F-1 engine shirt right now!
900,2020-09-13 19:13:16+00:00,elonmusk,@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Cumulative mass to orbit per year (corrected for GTO &amp; other high energy orbits) is the best comparative metric imo
901,2020-09-13 19:11:14+00:00,elonmusk,@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX That’s the number that really matters
902,2020-09-13 18:05:48+00:00,elonmusk,@_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Anyone tracking tonnage to orbit per year for all launch vehicles?
903,2020-09-12 17:40:23+00:00,elonmusk,"One way or another, excitement guaranteed! Support of greater Boca, Padre, Brownsville community is very much appreciated."
904,2020-09-12 17:37:36+00:00,elonmusk,"SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire, checkouts, static fire, fly to 60,000 ft &amp; back."
905,2020-09-12 17:32:32+00:00,elonmusk,@SpacePadreIsle @BocaChicaGal @NASASpaceflight Can someone do a boat service from South Padre to Boca?
906,2020-09-12 16:03:24+00:00,elonmusk,@WhatsupFranks @samiralyateem @WholeMarsBlog Exactly. Problems like that have been addressed.
907,2020-09-12 15:37:56+00:00,elonmusk,@PPathole @WholeMarsBlog Yes. Good insight.
908,2020-09-12 15:37:14+00:00,elonmusk,"@samiralyateem @WholeMarsBlog All frames stitched to single frame (tricky, as all cameras overlap in different ways) &amp; then creating video segments for labeling &amp; training. Everything from the labeling tools themselves to training to inference had to be rewritten."
909,2020-09-12 15:26:36+00:00,elonmusk,@WhatsupFranks @brandonbernicky @WholeMarsBlog Much
910,2020-09-12 15:22:04+00:00,elonmusk,@flcnhvy @WholeMarsBlog Yes
911,2020-09-12 15:20:45+00:00,elonmusk,"@brandonbernicky @WholeMarsBlog Releasing private beta in 2 to 4 weeks, public beta (early access owners who opt in) 4 to 6 weeks after that, then all US Tesla owners mid December. Above schedule is contingent upon not encountering major unexpected setbacks."
912,2020-09-12 15:12:00+00:00,elonmusk,@WholeMarsBlog And this still isn’t using the dramatically better “4D” (aka simultaneous surround video from 8 cameras) architecture
913,2020-09-12 14:44:20+00:00,elonmusk,@C_Bass3d @NASASpaceflight @MarcusHouseGame Cool
914,2020-09-12 14:41:44+00:00,elonmusk,@richardreinariv He has no clue
915,2020-09-12 03:46:10+00:00,elonmusk,@Astra Sorry to hear that. I’m sure you’ll figure it out though. Took us four launches to reach orbit. Rockets are hard.
916,2020-09-11 15:45:06+00:00,elonmusk,Many exciting things will be unveiled on Battery Day 9/22 ⚡️
917,2020-09-11 15:27:54+00:00,elonmusk,@Ostimusic We will make super efficient home hvac with hepa filters one day
918,2020-09-11 15:26:37+00:00,elonmusk,"@jhall @RBReich If Reich actually cares about global warming, why is he making so much hot air!?"
919,2020-09-10 23:12:44+00:00,elonmusk,@flcnhvy 🇩🇪 Natürlich 🇩🇪
920,2020-09-10 21:49:27+00:00,elonmusk,Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!! https://t.co/FcNoPr2oII
921,2020-09-10 21:02:15+00:00,elonmusk,@MonicaLewinsky Try a Tesla &amp; you’re welcome to give it back if you decide you prefer a Subaru
922,2020-09-10 07:35:15+00:00,elonmusk,@slashdot Vera Rubin Observatory is cool
923,2020-09-10 06:22:52+00:00,elonmusk,@PPathole @eugenelee3 @UniverCurious 1+1=2
924,2020-09-10 06:16:40+00:00,elonmusk,@CharlieMunger00 @UniverCurious Munger is right
925,2020-09-10 06:11:19+00:00,elonmusk,@eugenelee3 @UniverCurious https://t.co/f8rWY4ExeE
926,2020-09-10 06:05:08+00:00,elonmusk,@UniverCurious Black-Scholes formula is kinda bs. Big difference between a finance approximation &amp; fundamental physics / pure math.
927,2020-09-10 05:43:58+00:00,elonmusk,@wintonARK True
928,2020-09-10 03:26:59+00:00,elonmusk,"@DisruptResearch Tesla is best understood as a collection of about a dozen startups, mostly in series, increasingly in parallel. Every product line &amp; new production system was invented. Instead of playing chess with the same pieces as everyone else, create new pieces."
929,2020-09-10 03:12:44+00:00,elonmusk,@DisruptResearch Tesla R&amp;D productivity is exceptionally good due to the caliber of engineering talent
930,2020-09-09 21:09:06+00:00,elonmusk,Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on health. https://t.co/48s5D3IfWs
931,2020-09-09 20:31:54+00:00,elonmusk,@Klee_FilmReview !
932,2020-09-09 17:25:55+00:00,elonmusk,@Techgnostik @RBReich Touché
933,2020-09-09 17:15:12+00:00,elonmusk,"@RBReich All Tesla workers also get stock, so their compensation increased proportionately. You are a modern day moron."
934,2020-09-09 03:04:18+00:00,elonmusk,@MstrOfUniverse @PPathole @EvaFoxU Yup
935,2020-09-09 01:39:33+00:00,elonmusk,@EvaFoxU 13
936,2020-09-09 00:47:59+00:00,elonmusk,"@Teslarati Rawlinson didn’t design Model S. Prototype was done before he joined &amp; he left us in the lurch just as things got tough, which was not cool. He did make some contributions to body/chassis engineering, but not to powertrain, battery, electronics or software."
937,2020-09-09 00:40:54+00:00,elonmusk,@Erdayastronaut @PPathole @SpaceX We’re pretty close to the manufacturing size limit for a milled copper &amp; steel jacket nozzle. Lot of complexity to add a nozzle extension to a sea level engine for small gain. Also hard to fit bigger engine nozzles on the booster.
938,2020-09-08 16:53:54+00:00,elonmusk,A la guerre comme à la guerre
939,2020-09-07 22:59:17+00:00,elonmusk,@harsimranbansal Haha
940,2020-09-07 22:56:22+00:00,elonmusk,@BnOrdhaug And starts tweeting
941,2020-09-07 22:46:50+00:00,elonmusk,"If you bombard Earth with enough photons, eventually it emits a Tesla (AK)"
942,2020-09-07 10:54:53+00:00,elonmusk,@ID_AA_Carmack There is already bidirectional communication between human &amp; AI via phones &amp; computers. It’s just lossy &amp; very slow (especially output)
943,2020-09-05 04:10:44+00:00,elonmusk,@Erdayastronaut @PPathole @SpaceX Above 50% likely to make it
944,2020-09-05 02:44:23+00:00,elonmusk,@PPathole @SpaceX This is a test engine. Flight articles are fixed with no gimbal.
945,2020-09-05 02:20:24+00:00,elonmusk,@SpaceX Worth noting that thrust is only slightly higher with the big bell nozzle version. Larger bell is primarily for efficiency in vacuum. Aiming for 380+ sec Isp for RVac long-term. Initially likely to be ~372.
946,2020-09-04 18:21:48+00:00,elonmusk,@Tesmanian_com Yes
947,2020-09-04 18:21:00+00:00,elonmusk,@skorusARK Chart understates lithium-ion potential by roughly 1/3
948,2020-09-04 05:41:19+00:00,elonmusk,Model 3 rated as most reliable car https://t.co/26DAGJLTDY
949,2020-09-04 05:02:34+00:00,elonmusk,Turns out you can make anything fly haha https://t.co/FJdHqRdVDb
950,2020-09-04 04:55:29+00:00,elonmusk,@PPathole @CureVacRNA Exactly. This is not fully appreciated.
951,2020-09-03 23:40:01+00:00,elonmusk,"@austinbarnard45 Starship SN6 flew asimilar hop to SN5, but it was a much smoother &amp; faster operation"
952,2020-09-03 22:25:56+00:00,elonmusk,"🇩🇪🖤Giga Berlin Mannschaft🖤🇩🇪
Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt"
953,2020-09-03 22:04:40+00:00,elonmusk,Great trip to Germany. Support from government &amp; people is super appreciated!
954,2020-09-03 21:54:47+00:00,elonmusk,@sara_boutall @Tesla 🤣🤣
955,2020-09-02 23:46:27+00:00,elonmusk,@StefanTPeterson @Tesla Trust ur butt haha
956,2020-09-02 23:43:38+00:00,elonmusk,@slashdot An AI with 🍓 picking as its goal will result in Strawberry Fields Forever
957,2020-09-01 07:42:53+00:00,elonmusk,"@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Over time, outer 20 will have ~300 tons of thrust &amp; inner 8 ~210, so roughly 7500 tons total at sea level or 1.5 T/W for booster+ship"
958,2020-09-01 07:36:30+00:00,elonmusk,@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Yeah
959,2020-09-01 07:35:12+00:00,elonmusk,@Alert_Alarms Just go through resonant modes fast. It’s when you hang out there that problems arise.
960,2020-09-01 07:32:36+00:00,elonmusk,"@tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude The outer ring of booster engines (20 of 28) have no TVC actuators. Steering control comes from center 8 TVC &amp; differential throttle of outer engines. By any measure, the high thrust variant of Raptor will probably have the high T/W of any engine ever."
961,2020-09-01 01:41:46+00:00,elonmusk,@Erdayastronaut @flcnhvy @GerberKawasaki Videodrome
962,2020-09-01 01:37:40+00:00,elonmusk,@teslaownersSV @justpaulinelol https://t.co/0CKVHrmtf1
963,2020-09-01 01:36:45+00:00,elonmusk,@teslaownersSV @justpaulinelol https://t.co/QoBVXGQ8Fz
964,2020-09-01 01:35:50+00:00,elonmusk,"@teslaownersSV @justpaulinelol Sorry, sir I think I have momentinertiaphobia"
965,2020-08-31 22:56:01+00:00,elonmusk,@frydave @youyanggu @DFisman Yeah
966,2020-08-31 19:01:17+00:00,elonmusk,@PPathole @Nigel_Lockyer @Penn @Fermilab LHC tbh
967,2020-08-31 18:37:39+00:00,elonmusk,https://t.co/oVaoHsg1of
968,2020-08-31 17:50:51+00:00,elonmusk,"@Nigel_Lockyer @Penn @Fermilab If you ever want to build a long accelerator tunnel, straight or circular, I know some people …"
969,2020-08-31 01:13:59+00:00,elonmusk,@VitalVegas Cool
970,2020-08-30 21:52:52+00:00,elonmusk,"@Nigel_Lockyer @Penn @Fermilab Physics is the law, everything else is a recommendation"
971,2020-08-30 18:21:39+00:00,elonmusk,"@SamTalksTesla @Teslarati If some company has solved a useful thing that we can just buy, that would be great! It’s so much work to create our own tech. We develop new tech, because we have to, not because we want to."
972,2020-08-30 17:54:20+00:00,elonmusk,"@Teslarati Tesla Germany designed &amp; built the vaccine RNA printers for CureVac, but, subject to some CureVac IP, they could be made for other companies too"
973,2020-08-30 16:37:45+00:00,elonmusk,"@engineers_feed Technically, James Watt measured a pony, added 50% &amp; rounded up haha https://t.co/vnkO0MTrUC"
974,2020-08-30 16:31:13+00:00,elonmusk,"@flcnhvy @GerberKawasaki Also, Critical Thinking"
975,2020-08-30 16:27:06+00:00,elonmusk,@flcnhvy @GerberKawasaki Alexander and the Rise of Hellenism and Film Studies
976,2020-08-30 16:20:32+00:00,elonmusk,"@GerberKawasaki Wow, I super loved astronomy (but took it at Queens, not Penn)! Definitely one of my favorite classes. Senior year quantum mechanics at Penn was the hardest class I ever took. That stuff will mess with your mind."
977,2020-08-30 16:16:00+00:00,elonmusk,"@teslaownersSV @justpaulinelol Yeah, he sent it to me through a mutual physics prof friend at Caltech/CERN. Very basic stuff. https://t.co/CI2DZEGjcB"
978,2020-08-30 16:05:28+00:00,elonmusk,@justpaulinelol It’s too embarrassing
979,2020-08-30 16:00:31+00:00,elonmusk,Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework ☺️
980,2020-08-30 15:51:16+00:00,elonmusk,"@ruskin147 It is unfortunately common for many in academia to overweight the value of ideas &amp; underweight bringing them to fruition. For example, the idea of going to the moon is trivial, but going to the moon is hard."
981,2020-08-30 15:34:08+00:00,elonmusk,"@l_vaux @kulpability @tlowdon @EthicalSkeptic People are extremely unlikely to die of Covid/sars-cov2 alone. If you have multiple pre-existing health conditions &amp; a weak immune system, then you have significant mortality risk from many diseases (not just Covid/sars-cov2) that would otherwise have minor effect."
982,2020-08-30 15:23:52+00:00,elonmusk,@PPathole @kulpability @tlowdon @EthicalSkeptic That &amp; Giga Berlin are why I’m headed to Germany this week. Conversations with Harvard epidemiology confirmed that a high-speed RNA printer has potential be helpful for vaccines &amp; cures in many areas.
983,2020-08-30 15:10:11+00:00,elonmusk,"@tlowdon @EthicalSkeptic Antibody half-life for cov2 is very short. In a study that SpaceX did working with Harvard epidemiology, it appears to be as low as 2 or 3 weeks. Nonetheless, reinfection rates are very low &amp; symptoms are minor, perhaps due to memory T cells https://t.co/z9WlvIjoTw"
984,2020-08-30 15:01:31+00:00,elonmusk,@PPathole @tlowdon @EthicalSkeptic Yeah
985,2020-08-30 14:41:30+00:00,elonmusk,"@kulpability @tlowdon @EthicalSkeptic One person at Tesla (out of 60,000) was hospitalized in serious condition (he caught cov2 at home, not work), no deaths. I called his wife &amp; Hayward hospital to make sure he was getting the right treatment, but which he was."
986,2020-08-30 14:28:18+00:00,elonmusk,"@tlowdon @EthicalSkeptic Some of the tests we initially tried at Tesla were ~50% false positive, including some from major medical device companies. Too many testing methods were approved too quickly. Wouldn’t blame the FDA, though. Public was demanding fast test approval."
987,2020-08-30 06:28:30+00:00,elonmusk,@WholeMarsBlog @MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Not yet
988,2020-08-30 06:16:15+00:00,elonmusk,@MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Yes. This is the hardest part of the booster design.
989,2020-08-30 04:17:57+00:00,elonmusk,"@ICannot_Enough People read too much into this level of detail. It’s not useful for predicting the future, nor can we ourselves accurately predict what issues we will encounter on a short-term, fine-grained level."
990,2020-08-30 02:43:50+00:00,elonmusk,@ICannot_Enough Critical feedback is always appreciated btw
991,2020-08-29 22:41:47+00:00,elonmusk,"@biogirl09 @JaneidyEve @Tesmanian_com @SpaceX We can’t have a blanket pass, but maybe for some events"
992,2020-08-29 22:41:05+00:00,elonmusk,"@Neopork85 @SpaceX @MarcusHouseGame @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Booster design has shifted to four legs with a wider stance (to avoid engine plume impingement in vacuum), rather than six"
993,2020-08-29 14:06:34+00:00,elonmusk,@flcnhvy @PPathole @ID_AA_Carmack Later versions of a larger device would have that potential
994,2020-08-29 09:52:49+00:00,elonmusk,@EvaFoxU @waitbutwhy Yup
995,2020-08-29 09:34:17+00:00,elonmusk,"@PPathole @ID_AA_Carmack Actually C, although the syntax could be improved esthetically"
996,2020-08-29 09:03:58+00:00,elonmusk,"@ID_AA_Carmack I like C, because it avoids class warfare"
997,2020-08-29 08:10:38+00:00,elonmusk,@PPathole @IEEESpectrum @neuralink A nightcap would probably work best
998,2020-08-29 07:05:40+00:00,elonmusk,@IEEESpectrum @neuralink Pretty much
999,2020-08-29 02:13:23+00:00,elonmusk,@Tesmanian_com Good summary
1000,2020-08-29 01:02:05+00:00,elonmusk,Conceptual telepathy
1001,2020-08-28 22:32:20+00:00,elonmusk,Ahem … starting soon https://t.co/eCGHH5stOn
1002,2020-08-28 19:37:40+00:00,elonmusk,"“All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford"
1003,2020-08-28 19:09:31+00:00,elonmusk,@flcnhvy Giant gap between experimental medical device for use only in patients with extreme medical problems &amp; widespread consumer use. This is way harder than making a small number of prototypes.
1004,2020-08-28 19:06:30+00:00,elonmusk,@tobyliiiiiiiiii @Erdayastronaut @flcnhvy @DJSnM Testing with shorter RVac skirt went well. Full length skirt test coming soon.
1005,2020-08-28 19:05:17+00:00,elonmusk,Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.
1006,2020-08-28 19:02:39+00:00,elonmusk,"@Erdayastronaut @flcnhvy @DJSnM Raptor reached 230 mT-F (over half a million pounds of thrust) at peak pressure with some damage, so this version of the engine can probably sustain ~210 tons. Should have a 250+ ton engine in about 6 to 9 months. Target for booster is 7500 tons (16.5 million pounds) of thrust."
1007,2020-08-28 17:26:14+00:00,elonmusk,"@nextspaceflight Good chance something will slip, but, yeah, Sunday is intense"
1008,2020-08-28 15:49:23+00:00,elonmusk,@Erdayastronaut @flcnhvy @DJSnM Only need 2 engines
1009,2020-08-28 07:02:21+00:00,elonmusk,@AstroJordy @flcnhvy @DJSnM Boring Co tunnel in Vegas is only a few months from being operational
1010,2020-08-28 06:56:58+00:00,elonmusk,"@flcnhvy @DJSnM Neuralink this month &amp; Tesla next month, SpaceX probably October. We will have made a lot of progress by then. Might have a prototype booster hop done by then."
1011,2020-08-28 06:54:05+00:00,elonmusk,@zeitmas @DJSnM Soon
1012,2020-08-28 06:46:04+00:00,elonmusk,@DJSnM They’re quite accurate!
1013,2020-08-28 05:54:12+00:00,elonmusk,@EvaFoxU That number sure comes up a lot 🤣🤣
1014,2020-08-28 04:34:11+00:00,elonmusk,@ajtourville @peterdog15 I’m fine with reasonable drone footage. Just needs to be at a fair distance &amp; not coming right up to people. I think our security was a little overzealous in this case.
1015,2020-08-28 02:44:17+00:00,elonmusk,@GerberKawasaki @Tesla Thanks to a smart and hardworking team at Tesla. These sure are wild times …
1016,2020-08-27 22:03:29+00:00,elonmusk,@Teslarati Much appreciated. This was a serious attack.
1017,2020-08-27 17:16:39+00:00,elonmusk,@thejackbeyer @NASASpaceflight Brave Starhopper carried the day
1018,2020-08-27 07:15:06+00:00,elonmusk,@ItMotivatesUs Only so many days @waitbutwhy https://t.co/19h4u8TA2a
1019,2020-08-27 07:08:19+00:00,elonmusk,"@WholeMarsBlog We were too obtuse for our own good, although I think it works esthetically. Those are folded-over current collectors at the top/bottom of the cell, which are important, but I don’t want to jump the gun on Sept 22 …"
1020,2020-08-27 06:47:52+00:00,elonmusk,"@cleantechnica But actually nothing. Was surprised to hear they’re across the road. Adding silicon to carbon anode makes sense. We already do. Question is just what ratio of silicon to carbon &amp; what shape? Silicon expands like crazy during discharge &amp; comes apart, so cycle life is usually bad."
1021,2020-08-27 06:25:25+00:00,elonmusk,@cleantechnica Nothing 👀
1022,2020-08-27 05:50:23+00:00,elonmusk,@lexfridman Then they leave the house and hardly ever call their parents!
1023,2020-08-27 05:42:01+00:00,elonmusk,"The Big Bang started very, very smōl https://t.co/XVvcuALZ2o https://t.co/8R92iEXVvN"
1024,2020-08-27 05:20:40+00:00,elonmusk,@PPathole Asimov was 🔥🔥
1025,2020-08-27 04:37:06+00:00,elonmusk,Should we believe things proportionate to the evidence that they are true? (yes)
1026,2020-08-27 03:39:50+00:00,elonmusk,Olde skoole analog synthesizer from ancient Britain https://t.co/JG0fI3ChxC
1027,2020-08-26 21:32:48+00:00,elonmusk,@slashdot https://t.co/WoIwia7zTn
1028,2020-08-26 21:11:28+00:00,elonmusk,@Kristennetten @flcnhvy Was just there &amp; weather was calm. Sure hope it stays that way!
1029,2020-08-26 21:10:28+00:00,elonmusk,@Teslarati Tesla brake lights are powered by a miniverse inside a microverse https://t.co/aduoTl537T
1030,2020-08-26 21:04:53+00:00,elonmusk,@flcnhvy Exactly
1031,2020-08-26 17:02:32+00:00,elonmusk,"@Erdayastronaut @Tesla No, we’re focused on developing new products &amp; scaling production"
1032,2020-08-26 06:30:42+00:00,elonmusk,"@flcnhvy @neuralink Yes, will show V2. Still far from LASIK, but could get pretty close in a few years."
1033,2020-08-26 05:39:46+00:00,elonmusk,Lengthy background on Neuralink by @waitbutwhy https://t.co/z2YfAupDRD
1034,2020-08-26 05:35:58+00:00,elonmusk,"Live webcast of working @Neuralink device
Friday 3pm Pacific https://t.co/PouLbrGzFU"
1035,2020-08-26 05:06:28+00:00,elonmusk,@engineers_feed Astronaughty
1036,2020-08-26 02:49:04+00:00,elonmusk,@OwenSparks_ @PPathole @Erdayastronaut @dauqhx @universal_sci No
1037,2020-08-26 02:45:55+00:00,elonmusk,"@PPathole @Erdayastronaut @dauqhx @universal_sci Mars is easier than the moon for propellant production. Could get going with only one ship, where the ship itself is the propellant plant. Needs to make ~2 tons/day."
1038,2020-08-26 01:05:15+00:00,elonmusk,"@Erdayastronaut @dauqhx @universal_sci Starship propellant is ~78% oxygen, so an O2 plant on the moon would be enough. Otherwise, we could brute-force it with tankers to low Earth orbit. That’s probably faster."
1039,2020-08-25 20:59:01+00:00,elonmusk,@waitbutwhy Now I want candy
1040,2020-08-25 20:02:27+00:00,elonmusk,@dauqhx @universal_sci There’s a lot of frozen CO2 &amp; H2O on Mars. Heating the planet will densify the atmosphere. It’s solvable.
1041,2020-08-25 05:41:43+00:00,elonmusk,@universal_sci Perhaps one day there will be an ocean on the northern part of Mars
1042,2020-08-25 04:34:31+00:00,elonmusk,@jchybow @jwangARK @wintonARK It’s almost working reliably
1043,2020-08-25 04:30:00+00:00,elonmusk,"@jwangARK @wintonARK Very different computers are needed for training vs inference. FSD is mostly Int8, but Dojo is de facto FP32 (feels like FP32, but actually FP16 with boring bits truncated) so we don’t need to rewrite all the training software. It should work almost immediately."
1044,2020-08-25 01:55:43+00:00,elonmusk,@jwangARK @wintonARK Not exactly GPUs for NN. Lots of cores optimized for dot products with fast local memory &amp; super high bandwidth between cores &amp; efficient liquid cooling. Compiler needs to be optimized too.
1045,2020-08-24 22:34:35+00:00,elonmusk,@tesla_addicted @Erdayastronaut No &amp; not possible at this scale
1046,2020-08-24 22:32:59+00:00,elonmusk,@Erdayastronaut Orbital launch mount
1047,2020-08-24 22:10:21+00:00,elonmusk,"@NASASpaceflight Yeah. Occasional flights from land are ok, but frequent (daily) flights probably need ~30km / 18 miles clear area for noise."
1048,2020-08-24 22:04:52+00:00,elonmusk,@schristakos @skorusARK Sure
1049,2020-08-24 22:03:00+00:00,elonmusk,@shortword On it
1050,2020-08-24 22:02:20+00:00,elonmusk,"@coach23life I tried to warn them, but they just dug their own grave twice as fast!"
1051,2020-08-24 22:00:22+00:00,elonmusk,"@skorusARK 400 Wh/kg *with* high cycle life, produced in volume (not just a lab) is not far. Probably 3 to 4 years."
1052,2020-08-24 18:37:35+00:00,elonmusk,"@NASASpaceflight Starship/Super Heavy, which is ~10X mass of Zenit, will mostly launch from ocean spaceports long-term"
1053,2020-08-21 20:26:01+00:00,elonmusk,@johnkrausphotos @NASASpaceflight @SpaceX @SuperclusterHQ Starship/Super Heavy is ~10X bigger in mass &amp; volume
1054,2020-08-21 15:27:45+00:00,elonmusk,A metaphor for life https://t.co/CdlL4ieLju
1055,2020-08-21 01:44:03+00:00,elonmusk,"@Tesmanian_com Accurate distance calculation using only vision is fundamental. Other sensors can help, but are not fundamental."
1056,2020-08-20 22:10:12+00:00,elonmusk,@DARPA Uh oh
